id	name	rating	delta	rank	competes
endlesscheng	灵茶山艾府	2998.042212470387	0.0	0	19
tiger2005	tiger2005	2784.97855224286	119.8300609167885	1	22
cjycleaner	Relaxed Visvesvaraya	2685.270748113736	0.0	0	23
rui_er	rui_er	2661.701480836939	0.0	0	9
young_sean	小咩肖恩	2658.478987473307	73.79787568634094	3	8
sserxhs	SSerxhs	2626.693547248035	0.0	0	6
py-is-best-lang	PyIsBestLang	2613.33129126534	0.0	0	12
tsreaper	TsReaper	2608.442012465652	-90.67213930600394	36	26
sysulby	Beiyu Li	2584.36700349438	0.0	0	15
hongrock	Hongrock	2569.599018736698	31.86151442295056	8	20
yawn_sean	小羊肖恩	2550.762701249015	0.0	0	5
johnkram	汪乐平	2526.596632327818	0.0	0	6
paigulong	RUSH_D_CAT	2489.15281971411	0.0	0	10
pyisthebestlang	PyIsTheBestLang	2487.460997177019	111.4980459826292	4	12
some_idiot	some_idiot	2476.828054269954	40.36625888969445	11	14
freeyourmind	不造轮子	2439.356854612057	112.4364585475911	5	27
lichen-7i	zlc1114	2436.269347769371	0.0	0	10
heal	Chen Xiaoyan	2409.533591710241	-80.35754855059292	74	8
yaobig-2	YaoBIG	2408.362232335171	0.0	0	18
liouzhou_101	liouzhou_101	2405.136091171288	0.0	0	25
lucifer1004	吴自华	2397.278294093995	0.0	0	5
alephinfinity1	AlephInfinity1	2385.476430547734	-8.460637388086413	32	7
fatalerror-i	FatalError	2381.159126628368	120.36674653128	6	26
cuiaoxiang	cuiaoxiang	2370.620018487928	-8.086285328279361	34	23
htedsv-i	tennkei	2365.931680867266	-28.08414770761749	45	27
gooday-3	gooday	2365.306036491213	-8.519353331564959	35	25
rgb234rgb	rgb234rgb	2356.846159170589	-31.65850601094064	49	13
sweet-villanijaz	thisislike_fan_2	2350.999012441368	0.0	0	6
qingczha	张晴川	2343.499039327718	95.47767383193047	10	18
liuliangcan	七水水	2341.154623418107	0.0	0	13
hhhyh	未来史蒂夫	2336.08610426233	27.50277889731854	25	25
heltion	何逊	2327.179194679401	0.0	0	3
summerdaway	summerdaway	2321.312261893724	0.0	0	21
infallible-i3anach5b9	雪景式	2314.454324646943	0.0	0	17
yf_1994	Hilbert	2313.991441052203	0.0	0	7
ujimatsu_chiya	Ujimatsu_Chiya	2310.363762590803	53.97581056884553	20	26
lucifer1006	牧瀬 紅莉栖	2306.974561951492	59.19978120815551	19	22
shangzhq-xiaohao	ShangZHQ	2298.545405469784	0.0	0	7
ruiko	佐天泪子 🌼	2298.352752787676	91.97849037197159	13	9
jinmingli	jinmingli	2298.334687972519	-48.97007481287039	78	21
lddlinan	别问问就是数学	2284.433014867709	14.80671829193909	37	27
w285714	w285714	2282.106316204736	34.88955695491256	29	27
happy-hypatiaj5e	Happy HypatiaJ5e	2277.655835057247	0.0	0	14
wang-jing-oh	王敬	2274.5893712948	0.0	0	16
darrenhp	Darren Hp	2270.687695352085	-7.53875219243753	52	23
milesian-c	Milesian	2270.018397912775	-49.44613475312701	88	25
newhar	newhar	2269.772595519174	131.6149676404747	9	18
lucky7-vb	Lucky7	2263.451372635993	-17.87506947634449	61	21
pandaforever	pandaforever	2262.4892544751	0.0	0	4
liupengsay	liupengsay	2260.314730248937	0.0	0	5
