id	name	rating	delta	rank	competes
int65536	int65536	2689.943422700193	124.1967825680963	1	7
heltion	何逊	2540.7063157105	118.7437795577894	2	7
heyshb	Avalon	2484.578764676634	109.5668605916558	3	9
jtjl	JTJL	2406.548928314104	0.0	0	8
cuiaoxiang	Aoxiang Cui	2402.10203399099	-5.507688722700788	25	12
lucifer1004	吴自华	2391.513269031002	0.0	0	7
qingczha	张晴川	2386.235995635344	5.474569632945975	23	13
huangyuyang	ztxz16	2367.748846416792	-42.44411114850256	51	9
zerotrac2	zerotrac 🌸	2325.387293010832	7.972162257457502	30	13
pku_erutan	pku_erutan	2325.252579108857	70.7208961594324	12	9
wifiii	wifiii	2320.860298016449	-2.999682748159113	36	10
jinmingli	jinmingli	2308.901459589135	41.43011567915481	20	12
tian-tang-6	天塘	2306.193626582238	0.0	0	8
paigulong	RUSH_D_CAT	2289.066098546865	0.0	0	6
agoodusername	港府PUA受害者	2287.749942155733	42.20506311255689	22	9
xh286286	redpandabigcat	2270.498354383424	-29.07633911513427	67	11
johnkram	汪乐平	2269.936975363674	0.0	0	3
acw_yxc	acwing_yxc	2265.904141956144	-40.78065668785509	81	13
huiget-6	huiget	2256.865282019014	132.368343249276	7	9
w285714	w285714	2238.974186102873	149.6902091654169	6	13
i_love_xiaoshagua_cpp	Shango	2231.384673034639	55.86219223365082	24	9
arignote	arignote	2231.042314006926	80.06113126136391	17	13
ychzhou	ychzhou	2227.719144749824	0.0	0	11
wnjxyk	Zhi Zhou	2226.973556311613	-16.63470104332374	69	13
zqy1018	zqy1018	2199.780504150626	144.2437611176633	8	7
radiancesheep	TinyVii	2199.374082839326	-26.19711757103665	90	9
endlesscheng	灵茶山艾府	2198.777587663545	49.36439760474489	31	9
bartsun	bartsun	2190.58975610645	86.79114916183924	19	10
jasonvictoryan	jasonvictoryan	2187.656155445471	197.5940398228183	4	5
darrenhp	Darren Hp	2185.91393552426	0.3351397440298918	66	13
xi-jun-xiao-zi	细菌小子	2182.859374518401	-27.4899392501111	99	13
noxe	noxe	2171.225334254528	10.94152101376197	61	12
lucifer1005	hide on bush	2170.99568559067	106.0627396776194	16	6
ykx_akks	ykx_akks	2169.327728737764	34.86086653052574	44	9
asdfasdfasdf123123	yukiyukiyukiyukiyuki	2165.573737208459	0.0	0	6
htedsv-i	tennkei	2161.950928559709	0.0	0	7
lunaticge	Lunatic	2160.586231539077	33.20395372921301	47	9
han3000	Han3000	2160.513328327972	39.57475694031744	43	11
zhzho	最佳歌手	2160.51193024272	0.0	0	11
lightcml	LighT	2157.463288111698	0.0	0	6
lddlinan	82年的muggle	2153.856987664152	75.11487760413728	27	13
renascencepjw0510	shawn	2153.034097991515	0.0	0	11
winter_training	winter_training	2152.705998109411	195.481167158879	5	12
arsenal-591	火箭少女杨超越	2150.750004660002	32.20515060828733	50	13
ujimatsu_chiya	Ujimatsu Chiya	2150.56206260407	-32.92590733578005	124	11
superj	SuperJ	2144.567367300026	59.9035279682639	35	9
thuczh	thuczh	2139.56806056543	-68.10942529714067	212	11
wyj20154348	WYJ20154348	2138.191581445317	58.19042382297242	37	8
angelbeats	angelbeats	2123.703048881441	-6.964803613151172	98	10
minori	Minori	2120.121742415914	151.8437628523753	11	5
aging	Aging	2118.56437781483	16.10903745345989	73	11
simpleson	Simpleson	2112.602074656376	29.99864061191327	62	12
ddmike	ddmike	2109.561428249482	8.16253701880736	85	9
milesian-c	Milesian	2108.24324714027	35.11414812801921	59	12
oldyan	oldyan	2106.243644363371	-2.525809095081524	100	13
ddoudle	Doudle	2100.345555901587	137.0717593667033	15	6
lozy219	lozy219	2088.909699902551	0.0	0	8
hust_dhc	子非鱼	2087.178381542029	117.6841837262615	21	12
hewitt_1570	林林坨小仙女	2087.118514506794	147.1370207614954	14	6
catnipan	塔希洛岛主	2077.232033003931	49.84815226435886	56	8
weak-chicken	树叶烦	2073.236621904775	12.49493336351496	95	12
yupenggu	freegyp	2071.912702310048	177.5639329582413	10	12
zhikaizhu	zhikaizhu	2069.780128070993	135.5154271972964	18	7
kpole	今夕	2066.477483050555	101.9047522177348	29	4
fan-cai	凡才	2066.075424974244	33.34585029404535	74	11
please_ac	辽北地区第一狠人	2064.480184785735	-8.195549517445226	131	13
_-_-_-	___	2064.315092391735	3.429442876554493	112	12
liuyubobobo	liuyubobobo	2062.035011869017	36.78103339927223	72	7
polonez	Polonez	2061.847123173895	-96.89211790560559	437	8
chunjie	Xiaoyuan Yu	2061.026375420801	78.53506984748843	41	9
shang-jue-f	上决╇ф	2059.006806209918	0.0	0	12
jasxu	xuchengwen	2047.734900070296	55.30543519799333	60	8
silvertint10	silvertint10	2047.484401748625	97.30232351966445	34	13
linjiale	linjiale	2032.822335247682	7.256150020607823	123	11
kaizyn	Kaizyn	2024.750741420374	0.0	0	6
light-cml	LighT	2022.519531568855	0.0	0	3
minghuiw	minghuiw	2017.903291121621	0.0	0	6
tiger2005	tiger2005	2016.595734770377	0.0	0	6
xiao-xiao-33b	小小	2015.258967521451	0.0	0	3
lawliet890	Lawliet890	2013.991442579297	76.77938268899275	53	8
wengames	wengames	2006.372897913323	41.56158735496636	88	11
daodao-2	daodao	2005.710553481584	0.0	0	7
sleepybag	SleepyBag	2004.632240023741	-55.8378547554512	322	9
yang12138	yang12138	2000.668402569348	0.0	0	3
azure_l	Azure_l	1997.589455725676	77.38187954261387	57	13
shdut-7	shdut	1993.712869216518	0.0	0	3
sun-man-man	孙慢慢	1991.594381349455	-47.99937608116569	307	13
hughstudy-n	Hughstudy	1991.209612078215	5.623193190074392	152	13
jianghd1996	Hongda Jiang@PKU	1990.476487649032	-94.72418238074273	567	7
apoi2333	Apoi2333🍓	1987.199405683164	59.50990958512533	76	8
jklp2	jklp2	1986.822494195837	3.711211072452887	159	12
magicpanda	magicpanda	1986.77024983059	0.0	0	5
axiba-4	axiba	1982.522422187305	57.33059308098437	80	8
18481574	18481574	1980.915567516818	0.0	0	8
chang-you-ren	chang-you-ren	1980.801224659883	0.0	0	5
stormsunshine	Storm	1980.372976549651	87.87992871863888	54	13
harttle	Harttle	1979.932563622404	19.10180164588541	134	13
song-204	forever	1978.028901946979	30.7430033213103	116	10
comonad	comonad	1976.73406147243	0.0	0	4
tonghuikang	涂汇康	1975.796340809904	37.6785944583854	107	13
omg_link	OMG_link	1970.5208451373	0.0	0	5
firepaw	Firepaw	1969.777033723489	0.0	0	5
void_ojbk	啦啦啦啦啦啦	1969.408682928526	-46.36491766023666	330	8
pluto_is_a_planet	pluto_is_a_planet	1968.971265422942	43.02190984534785	103	13
liuliuii-m	LIULIUii	1967.80383782898	-9.957452560690637	207	6
wangyitiaoyu	wangYiTiaoYu🐟	1967.354664441496	8.047330826793303	164	13
zhanhaosen233	haosen zhan	1965.787021759943	0.0	0	4
c_czl	c_czl	1964.634234167451	19.4859511008384	143	9
thedesalizes	TheDesAlizes	1963.623379689233	-7.420714420943124	204	12
trsteel	trsteel	1961.496988494267	-59.09212322597763	402	12
lucien_z	Lucien	1961.33826879278	93.68463647550935	55	8
lvdehuaiying	lvdehuaiying	1960.672901533988	16.69716373430127	151	7
dream_traveler	dream_traveler	1959.07789918442	151.7214560838694	26	6
jjww	jjww	1956.750676165667	0.0	0	8
codename_cys	YS Chen	1955.489104044768	122.1951912235218	39	13
willem_c	Willem	1954.130578311853	0.0	0	6
kaiwensun	Kaiwen Sun	1952.932944714326	78.42525055396344	70	9
ayamt	Ayamt	1952.886101202345	0.0	0	3
youngforest	YoungForest	1952.416815586651	31.10649968163885	130	9
diyepei	枣阳路刷题狂魔	1949.445300467986	28.68827480030392	136	6
half-empty	倚楼听风	1948.624850851939	59.89426441635031	91	11
guzhoudiaoke_liuruyi	guzhoudiaoke	1943.052193422209	142.3284118460804	32	13
changxingjiang	长行	1942.928227129113	0.0	0	8
leafblade	叶刃	1942.66156571879	0.0	0	5
