id	name	rating	delta	rank	competes
py-is-best-lang	PyIsBestLang	3043.655777164396	0.0	0	38
endlesscheng	灵茶山艾府	3020.243327950168	0.0	0	36
tiger2005	tiger2005	2948.194052167716	0.0	0	30
yawn_sean	小羊肖恩	2947.241626854897	0.0	0	18
johnkram	汪乐平	2862.177780644058	0.0	0	27
arignote	arignote	2815.695080545849	0.0	0	44
heltion	何逊	2808.392382447144	0.0	0	9
oldyan	oldyan	2807.068623759011	-9.961799745574565	8	34
moransky	空	2800.021355097314	0.0	0	8
tsreaper	TsReaper	2780.664128084642	35.84799592879382	5	47
hongrock	Hongrock	2769.475892527723	0.0	0	35
w285714	w285714	2740.369244809934	-92.17589079649746	30	48
qingczha	张晴川	2714.258145887152	-78.18672187371656	28	44
rgb234rgb	rgb234rgb	2703.665909503543	134.8877445098929	2	31
meyi	支持力扣灵活rejudge	2696.929006974843	192.9957270385928	1	37
icepeach	冰心水蜜桃	2694.222405236752	105.8630287766839	3	15
xuxiaohu	长夜	2687.38489800448	0.0	0	21
lichen-7i	zlc1114	2682.506830801324	0.0	0	35
ujimatsu_chiya	Ujimatsu_Chiya	2673.861622643284	57.81477137015192	6	47
tian-tang-6	天塘	2643.894110290858	0.0	0	20
cksp	lucas110550	2641.716425557387	0.0	0	30
ji-gong	技工	2637.874230613339	0.0	0	22
some_idiot	some_idiot	2631.253467993463	0.0	0	13
liouzhou_101	liouzhou_101	2622.702388483147	-8.087814469711686	17	48
milesian-c	Milesian	2621.087263213083	43.63396080035297	9	46
sysulby	Beiyu Li	2620.089798564246	0.0	0	46
panyuchao	冰心水蜜桃	2619.609320132588	0.0	0	8
gooday-3	gooday	2604.636347854964	114.5782061584714	4	52
yaobig-2	YaoBIG	2604.518328921447	0.0	0	15
lddlinan	82年的muggle	2603.397650886319	0.0	0	40
aging	Aging	2594.867164278432	0.0	0	8
cuiaoxiang	Aoxiang Cui	2590.216705073165	0.0	0	35
pku_erutan	pku_erutan	2578.143006665703	0.0	0	32
fanzhh	fanzhh	2577.64605121764	0.0	0	16
vibrant-mayerhct	Vibrant MayerHCt	2563.550247463545	0.0	0	39
algorithm-lover	GoIsBestLang	2559.170825671004	0.0	0	7
megurine	5cm/s 🌸	2546.757168829099	0.0	0	23
skyflaming	sky	2545.647459606672	90.33697440676407	7	10
minori	Minori	2517.295460584869	0.0	0	22
agitated-dubinskypg9	chen_zexing	2515.318235329441	0.0	0	11
paigulong	RUSH_D_CAT	2513.142523424498	0.0	0	34
lucifer1006	牧瀬 紅莉栖	2503.837448106176	0.0	0	38
lympanda	lympanda	2497.002373004179	0.0	0	8
liupengsay	liupengsay	2495.146761747342	0.0	0	39
sweet-villanijaz	一只菜狗子	2493.343780431759	0.0	0	8
heyshb	Avalon	2491.34106254043	0.0	0	10
lucifer1007	凤凰院凶真	2486.85570923345	0.0	0	9
qiye-5	Qiye	2485.730535558435	43.47689845500101	16	40
int65536	int65536	2482.090284922646	0.0	0	5
newhar	newhar	2473.482823590145	-60.97026957670913	59	45
nafnil	nafnil	2452.647867110071	0.0	0	34
qing-feng-zz	清风	2447.014056607472	0.0	0	35
lee0560	lee0560	2446.415406942644	-29.40097292920767	45	36
jovial-chateleta7n	Jovial ChateletA7n	2443.631955800384	0.0	0	5
redamancy-11	Redamancy	2441.143489966955	-33.07623595351969	48	13
yangy-4	yangy	2425.919272252207	-169.736298238771	256	19
ruiko	佐天泪子 🌼	2420.411931463684	0.0	0	7
sjtu_sheep	L.	2414.312244869677	0.0	0	30
lxhgww	lxhgww	2413.839262744382	0.0	0	12
424479543	梦回与君同	2401.252674407011	0.0	0	13
shhk	SHHK	2395.669742503642	0.0	0	27
serene-meninskywwq	Nervose Wu	2395.563772704867	0.0	0	17
rui_er	rui_er	2383.081108477574	0.0	0	13
nervose	Nervose Wu	2381.575148909804	29.46933510363239	29	21
sun-man-man	孙慢慢	2377.19806560467	-100.0067015912341	135	48
ding-4e	丁	2367.583873382424	0.0	0	39
yanhulingya	岩户玲芽	2366.977735751493	0.0	0	20
desert-fu	ItzDesert	2366.725577529522	23.57612648391388	33	15
summerdaway	summerdaway	2366.215109299073	90.61662471436354	15	24
bitethed4t	BiteTheDDDDt	2364.52554113247	0.0	0	23
wuyangouo	indigo	2363.1144908739	0.0	0	23
yqy_0319	杨清元	2356.009949358112	0.0	0	19
czsnb	czsnb	2353.560314585819	0.0	0	18
remember_it	你们都是托，你们想骗	2342.869227759566	0.0	0	34
justdoit2	justdoit2	2342.258481773264	0.0	0	10
liuliangcan	七水水	2342.22448435598	0.0	0	18
qing-ye-se	青叶涩	2337.781839264535	0.0	0	21
huah-f	TangJing	2333.419802445209	0.0	0	9
981377660lmt	草莓奶昔🍓	2332.229095958179	82.52940805525692	19	41
buxuhepepsi	不许喝百事！	2329.217903931513	0.0	0	8
power-c	PoWer	2328.175063452408	-0.5483094389721668	51	21
huiget-6	huiget	2325.993205362241	0.0	0	16
jialilue	伽利略	2324.89172781404	32.85443619939544	35	25
afhi	afhi	2322.186509491095	0.0	0	13
tonghuikang	涂汇康	2319.356265643432	0.0	0	43
mon3ter	Eyjafjalla	2317.672340569969	0.0	0	23
huangxw	百万少女的梦	2313.069021482681	0.0	0	9
osr	osr	2312.877323690037	0.0	0	29
ou-hai-zijhu23dnz	欧海	2312.281028500518	85.17819551291792	20	47
freeyourmind	不造轮子	2311.290522728425	-19.64724871498855	68	52
qqwqert007	qqwqert007	2311.092435717569	0.0	0	23
sigma-yyf	sigma-yyf	2306.925410268491	0.0	0	22
w54mmm	w54mmm	2306.0269651029	64.87608891053584	26	32
infallible-i3anach5b9	雪景式	2303.732931487291	-30.0850174738557	79	41
fuwutu	fuwutu	2298.660528859744	-63.17003484630867	118	20
