id	name	rating	delta	rank	competes
johnkram	汪乐平	2829.658093854376	18.45660694590308	4	57
zerotrac2	zerotrac 🌸	2778.055990893473	90.46887990680531	2	21
heltion	何逊	2759.710161558176	152.5969492421029	1	11
qingczha	张晴川	2752.738745130022	66.38924567025694	3	29
wifiii	wifiii	2724.777707951401	0.0	0	35
liouzhou_101	liouzhou_101	2683.734218385289	-55.87590758501009	19	82
huangyuyang	ztxz16	2678.564532441604	36.63401835867486	6	34
laekov_prc	laekov	2650.884660893695	0.0	0	24
zqy1018	zqy1018	2620.134795771914	24.41721502836432	9	55
mingqin-chen	Mingqin Chen	2564.679702183967	0.0	0	30
ezoixx130	ezoixx130	2542.392019289347	0.0	0	8
sleepybag	SleepyBag	2507.445270479366	-1.384939679087696	20	27
wnjxyk	Zhi Zhou	2498.852855905605	-70.72053510532649	49	67
tian-tang-6	天塘	2485.383422769621	34.73119803065739	14	7
suspicious-colden	Suspicious Colden	2480.505909714227	0.0	0	4
daodao-2	daodao	2473.168633855625	0.0	0	47
lightcml	LighT	2462.478899760868	0.0	0	18
caigogo	caigogo	2459.559641453054	0.0	0	15
zscnash	邹事成	2458.044817688658	0.0	0	8
jinmingli	jinmingli	2454.329781695165	34.43399910511331	16	83
noxe	noxe	2454.063774157381	0.0	0	9
yousiki	YouSiki	2440.66110509209	0.0	0	10
kaizyn	Kaizyn	2439.145671425123	77.45775937515643	10	62
wangyurzee7	wangyurzee7	2433.595723131426	0.0	0	4
thuczh	thuczh	2425.652344875725	74.33762592455352	11	39
cksp	lucas110550	2418.527321293799	-35.41419049352069	44	7
qodjf	qodjf	2406.475786510952	106.519764289327	8	12
747929791	747929791	2404.023506011808	0.0	0	8
littledva	竹芒	2384.97874310008	0.0	0	6
w285714	w285714	2382.286820533375	152.657390266904	5	13
inszva-2	InsZVA	2378.407452237786	83.25358856249292	12	15
wangshengyu	周赛稳定前五选手	2374.37637275299	0.0	0	13
hhhyyyfff	hhhyyyfff	2360.56801713415	0.0	0	18
darrenhp	Darren Hp	2344.579587235807	-116.1770064355281	161	72
henrylee4	fanhua	2340.528772315647	30.23077848463182	27	36
mecentzzz	Mecent_Zhang	2334.183597595834	0.0	0	11
scut_dell	字节bpm团队求2-2大佬	2332.815107845798	27.01030295448091	29	41
han3000	Han3000	2323.276174316059	10.41155648421952	37	18
lu-you-guan-guang	旅游观光	2314.826957567356	0.0	0	8
please_ac	辽北地区第一狠人	2312.985987602413	-112.533256802134	175	18
xaviercai	XavierCai	2311.435043880653	77.56788691962558	17	39
jiangyanerpang	狗傻	2303.373701383591	0.0	0	31
9am	9am	2297.373539822862	0.0	0	27
lddlinan	82年的muggle	2293.126975816519	29.79751498375978	33	14
lucifer1004	吴自华	2287.305608420626	-248.6708976203477	1022	43
rockstar	rockstar	2286.6588636626	0.0	0	62
skylines	skylines	2282.722100207761	0.0	0	6
caorui	Fighter	2278.095187254245	0.0	0	19
luchy0120	luchy0120	2272.825902424609	0.0	0	82
hewitt_1570	林林坨小仙女	2266.819795145493	75.42585565478541	21	55
user7612p	Love of red moon	2263.158572937466	0.0	0	48
chensuim	陈岁	2259.108898311248	0.0	0	38
fuwutu	fuwutu	2256.880761300517	-71.61580050023807	133	25
jianghd1996	Hongda Jiang@PKU	2250.973602171649	0.0	0	17
zhzho	最佳歌手	2249.131168992473	0.0	0	7
aging	Aging	2244.09383776565	0.0	0	10
lmssb	LMSSB	2243.496858524737	0.0	0	13
lxy-tql	Lxy-Tql	2235.058882801808	0.0	0	9
mmmmmmosky	MMMMMMoSky	2234.475220058044	10.87123074223493	53	16
zesen	Zesen	2230.39408512637	15.37629567390897	51	5
jl0x61	jl0x61	2228.840249944043	0.0	0	20
blacksea3_nju	blacksea3	2224.850607048525	0.0	0	48
wyj20154348	WYJ20154348	2224.847502414215	-24.44829161393594	85	9
fanzhh	fanzhh	2220.726694430859	-33.86047363058017	97	57
sirius	qih	2218.642962929701	0.0	0	43
hzx-code	H.Z.X	2217.263146794091	0.0	0	18
panpeng	驶向海洋	2216.582123864662	35.86284693561694	42	53
chauncylee	chauncylee	2211.418712330345	0.0	0	21
gao-bie-xian-yu	告别咸鱼	2204.580950505589	109.2113702946903	18	4
eastfront	上善若水	2202.511023668992	0.0	0	22
lostleaf	lostleaf	2197.291212529705	-52.51585172942649	134	19
hangyesheng	hangyesheng	2196.847355332688	0.0	0	10
dut200901102	HuJun	2191.851107797821	0.0	0	15
jtjl	JTJL	2189.479499688729	0.0	0	3
613	613	2188.862322377304	0.0	0	4
yiwiy	YiwiY	2187.748643818865	0.0	0	15
lghlmcl	lghlmcl	2185.750674909285	0.0	0	10
qinqishuhua	慬骐	2184.161595221469	0.0	0	11
duo-15	名字不算长	2183.989092824722	61.81100797555697	35	13
sinesu	Sine	2178.001184662685	50.89061613759392	41	11
kafuu-chino	chino	2175.240438560297	0.0	0	16
neomao	neo猫	2174.809506594012	0.0	0	36
catnipan	塔希洛岛主	2171.546823519402	135.6401872808775	15	48
ryanwang	ryanwang	2169.860828090274	0.0	0	46
kayroger	Kayroger	2166.847849850025	0.0	0	4
marco12	Marco_L_T	2164.189610148163	0.0	0	6
harttle	Harttle	2163.165914793367	-66.400523993088	182	37
sun-man-man	孙慢慢	2157.366079101336	152.4286916989424	13	57
ghost-37	ghost	2155.159864989649	0.0	0	12
xhcqup	hexieyouai	2151.796592960445	0.0	0	53
tutousi	半梦半醒伴忧伤	2148.531363329767	0.0	0	9
zecong-hu	胡泽聪	2148.301225978566	0.0	0	4
han-184	han3000	2144.924552683755	0.0	0	10
fanqiexi	fanqiexi	2143.409403325647	0.0	0	8
time-limit	自在飞花	2143.324480100287	0.0	0	17
lizju	lizju	2137.689534720893	210.8265060793854	7	59
wangbinquan	wbq	2137.022397201415	0.0	0	18
liuyubobobo	liuyubobobo	2136.873818141624	8.93668265865446	81	37
qwsin	QWsin	2135.760945723144	0.0	0	6
amline	YMYMY	2133.371553420338	-25.61642262005901	125	13
mao1112	太阳家的猫	2132.651693919809	28.47392688046985	65	47
superj	SuperJ	2132.168244200419	36.6100765998594	59	65
jiang-hai-ji-yu-sheng	江海寄余生	2129.12894624784	0.0	0	10
wisdompeak	wisdompeak	2126.741537252293	0.0	0	20
wentian	wentian	2126.423463670712	0.0	0	22
tommyjiang	Tommy	2121.782951951474	28.45076884880469	68	32
suibianfahui	随便发挥	2119.308245835236	118.7693649650433	23	33
